substance_ID,assignment,substances,PubChemCID,CAS,synonyms,chemical,pharmco,street_smarts,trending,new_tags,AI_tags,pronunciation,sixwords,vernacular,notes,smiles1,status,R1 complete,tags,opioid,stimulant,psychedelic,cannabinoid,sedative,steroid,category
131.0,,cyclohexylamine,7965.0,,,,,,,,,,,,,C1CCC(CC1)N,to do,to do,,,,,,,,
132.0,,cyfluthrin,104926.0,,,,,,,,,,,,,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,,,,,,,,,,
133.0,Nate,dehydroisoandrosterone,5881.0,53-43-0,"dehydroandrosterone; DHEA; Dehydroisoepiandrosterone; Androstenolone; Prasterone; Androst-5-en-3β-ol-17-one; 5,6-Didehydroepiandrosterone","hormone, steroid",muscle builder,active agent,uncommon,,"hormone, steroid, supplement",,"human hormone, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,tagging done,to do,hormone;steroid;muscle builder;active agent;uncommon;,,,,,,steroid,steroid
134.0,,delta-4(8)-iso-THC,168323139.0,,,,,,,,,,,,,CCCCCC1=CC(=C2C3CC(CCC3=C(C)C)(OC2=C1)C)O,,,,,,,,,,
135.0,Erin,delta-8-THC,638026.0,5957-75-5,delta 8 THC; Δ8-tetrahydrocannabinol; Δ8-THC,"cannabinoid, plant grown",human effects uncertain,active agent,"established, historically popular, international relevance",,"cannabiniod, psychoactive, emerging",,Barely legal alternative to regular weed,delta 8,Became popular in US after 2018. Derived from hemp. May deliver less consistent highs than regular delta-9 THC.,CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C)O,tagging done,to do,cannabinoid;plant grown;human effects uncertain;active agent;established;historically popular;international relevance;,,,,cannabinoid,,,cannabinoid
136.0,Erin,delta-8-THC acetate,14589394.0,,delta 8 THC-O; Δ8-tetrahydrocannabinol acetate; Δ8-THC-O,"cannabinoid, semi-synthetic",human effects uncertain,active agent,emerging,,"cannabiniod, psychoactive, emerging",,Maybe minor weed-like psychoactive effects,,"Derivative of delta-8 THC. Might have some psychoactive properties of its own, but less potent than the delta-9 version https://en.wikipedia.org/wiki/THC-O-acetate",CC1=CC[C@](C(C)(C)OC2=C3C(OC(C)=O)=CC(CCCCC)=C2)([H])[C@@]3([H])C1,to do,to do,cannabinoid;semi-synthetic;human effects uncertain;active agent;emerging;,,,,cannabinoid,,,
137.0,Erin,delta-9-THC,16078.0,8/3/1972,,"cannabinoid, plant grown",,active agent,"established, historically popular, international relevance",,"cannabiniod, psychoactive, common",,THC from hemp; provides weed high,,"delta 9 is chemically the same THC found in standard cannabis but is extracted from a hemp plant.  the 2018 farm bill made it legal to use hemp and have products up to 0.3% THC by weight, and the delta-9 industry resulted.  commonly found in gummies, beverages and other edible forms.",CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,finalize,done,cannabinoid;plant grown;active agent;established;historically popular;international relevance;,,,,cannabinoid,,,cannabinoid
138.0,Erin,delta-9-THC acetate,198013.0,,,cannabinoid,,,,,"cannabiniod, psychoactive, emerging",,,,,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)OC(=O)C,to do,to do,cannabinoid;,,,,cannabinoid,,,
139.0,Erin,delta-9-THCP,16078.0,,,cannabinoid,human effects uncertain,,,,,,,,,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,to do,to do,cannabinoid;human effects uncertain;,,,,cannabinoid,,,
140.0,Nab,denatonium,15488.0,47324-98-1,,,,"flavor, non-toxic",uncommon,not psychoactive,"flavor, bittering agent, GCMS breakdown product",,"Bitter taste, used in rubbing alcohol",Bitrex,"Infrequently seen in street drugs, but it does happen across the country, usually with bromazolam. Commonly used to internationally make rubbing alcohol (and even video game cartridges!) bitter so people won't swallow them. We aren't sure how it ends up in street drugs, but could be from the production process.",CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C,finalize,done,flavor;non-toxic;uncommon;not psychoactive;,,,,,,,other
141.0,,deoxymethoxetamine,157010705.0,,,,,,,,,,,,,CCNC1(CCCCC1=O)C2=CC=CC(=C2)C,,,,,,,,,,
142.0,,desalkylflurazepam,4540.0,,,,,,,,,,,,,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,,,,,,,,,,
143.0,,desalkylgidazepam,121919.0,,,,,,,,,,,,,C1C(=O)N(C2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3)CC(=O)NN,,,,,,,,,,
144.0,,desalkylquazepam,3081966.0,,,,,,,,,,,,,C1C(=S)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,,,,,,,,,,
145.0,,deschloroetizolam,827322.0,,,,,,,,,,,,,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4)C,to do,to do,,,,,,,,
146.0,Erin,deschloroketamine,437168.0,7063-30-1,,ketamine impurity,"dissociative anesthetic, dissociative","active agent, downer, upper",uncommon,,"ketamine impurity, dissociative, GCMS breakdown product",,"ketamine-like, lasts longer, limited research",,"recently (since about 2022) emerging dissociative anesthetic/Ketamine variant. NMDA antagonist.  Reported to have longer duration, and some locomotor stimulatory effects.  No safety research done. https://pubmed.ncbi.nlm.nih.gov/34519023/",CNC1(CCCCC1=O)C2=CC=CC=C2,finalize,to do,ketamine impurity;dissociative;dissociative anesthetic;active agent;downer;upper;uncommon;,,,,,,,other
147.0,,desmethoxyyangonin,5273621.0,,,,,,,,,,,,,COC1=CC(=O)OC(=C1)C=CC2=CC=CC=C2,to do,to do,,,,,,,,
148.0,,despropionyl carfentanil,12298146.0,,,,,,,,,,,,,COC(=O)C1(CCN(CC1)CCC2=CC=CC=C2)NC3=CC=CC=C3,to do,to do,,,,,,,,
149.0,Nate,despropionyl ortho-chlorofentanyl,23324799.0,101365-53-1,ortho-Chloro 4-ANPP; o-Chloro 4-ANPP; Despropionyl o-Chlorofentanyl; 101365-53-1; N-(2-chlorophenyl)-1-phenethylpiperidin-4-amine,"opioid, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative","active agent, downer","concern, emerging",,"fentanyl impurity, synthetic, GCMS breakdown product",,"similar to fentanyl, similar effect","May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)","UN INCB designates as ""fentanyl-related substances"".  designer fentanyl",C1CN(CCC1NC2=CC=CC=C2Cl)CCC3=CC=CC=C3,finalize,done,fentanyl analogue;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;downer;concern;emerging;,opioid,,,,sedative,,"opioid,sedative"
150.0,,despropionyl ortho-methylfentanyl,137700153.0,,,,,,,,,,,,,CC1=CC=CC=C1NC2CCN(CC2)CCC3=CC=CC=C3,to do,to do,,,,,,,,
151.0,Nate,despropionyl p-fluorofentanyl,21812144.0,122861-41-0,Despropionyl para-fluorofentanyl; N-phenyl-N-4-piperidinyl-butanamide,"fentanyl precursor, fentanyl impurity, opioid, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative","active agent, downer",emerging,,"fentanyl impurity, synthetic, GCMS breakdown product",,"Impurity from making fentanyl, causes high","May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)",chemical intermediary for making 4-fluorofentanyl (developed for pharmaceutical use in 1960s but never was a legal prescription medication). Believed to have similar effects as fentanyl.,C1CN(CCC1NC2=CC=C(C=C2)F)CCC3=CC=CC=C3,finalize,done,fentanyl analogue;fentanyl impurity;fentanyl precursor;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;downer;emerging;,opioid,,,,sedative,,"opioid,sedative"
152.0,Nab,dextromethorphan,5360696.0,125-71-3,,synthetic,"anti-tussive, dissociative","active agent, downer, over the counter",uncommon,likely pharmaceutical origin,"anti-tussive, dissociative, common",,"Loopy cough medicine, unusual in dope",Tussin DM,In cough syrups and tablets to loosen mucus. Mild dissociative properties reported by some.,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,finalize,done,synthetic;anti-tussive;dissociative;active agent;downer;over the counter;uncommon;likely pharmaceutical origin;,,,,,,,other
153.0,,diacetamate,17499.0,,,,,,,,,,,,,CC(=O)NC1=CC=C(C=C1)OC(=O)C,to do,to do,,,,,,,,
154.0,Nate,diazepam,3016.0,439-14-5,"Valium, Vazepam, Valtoco; 7-Chloro-1,3-dihydro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one",benzodiazepine,"anti-anxiety, muscle relaxant, sedative","active agent, downer","established, uncommon",prescription,"benzodiazepine, sedative, common",,Prescription benzodiazepine,"Valium; benzo; downers; tranq, Tranks, chill pills",,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,tagging done,to do,benzodiazepine;anti-anxiety;muscle relaxant;sedative;active agent;downer;established;uncommon;prescription;,,,,,sedative,,sedative
155.0,Nate,diclazepam,76168.0,2894-68-0,"7-Chloro-5-(2-chlorophenyl)-1-methyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one",benzodiazepine,"anti-anxiety, human effects uncertain, muscle relaxant, sedative","active agent, downer",uncommon,,"benzodiazepine, sedative, uncommon",,designer non-prescription benzodiazepine,"benzo; downers; tranq, Tranks, chill pills",,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3Cl,tagging done,to do,benzodiazepine;anti-anxiety;human effects uncertain;muscle relaxant;sedative;active agent;downer;uncommon;,,,,,sedative,,sedative
156.0,,diclofenac,3033.0,,,,,,,,,,,,,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,,,,,,,,,,
157.0,,dihydrocodeine,5284543.0,,,,,,,,,,,,,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O,to do,to do,,,,,,,,
158.0,,dihydrokavain,10220256.0,,,,,,,,,,,,,COC1=CC(=O)OC(C1)CCC2=CC=CC=C2,to do,to do,,,,,,,,
159.0,,dihydromethysticin,88308.0,,,,,,,,,,,,,COC1=CC(=O)OC(C1)CCC2=CC3=C(C=C2)OCO3,to do,to do,,,,,,,,
160.0,,dihydrotestosterone,10635.0,,DHT,,,,,,,,,,,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,,,,,,,,,,
161.0,Nab,dimethyl sulfone,6213.0,67-71-0,methylsulfonylmethane;MSM;DMSO,"plant grown, synthetic","inert, supplement","bulking agent, cut",established,not psychoactive,"supplement, GCMS breakdown product, uncommon",die-methyl-sul-phone,"filler, dietary supplement,",,"Marketed as a supplement for a variety of anti-inflammatory effects, though no clear evidence.  some weak evidence that it helps with joint paints from osteoarthritis. ""It is relatively inert chemically and is able to resist decomposition at elevated temperatures. It occurs naturally in some primitive plants, is present in small amounts in many foods and beverages, and is marketed (under the MSM name) as a dietary supplement. It is sometimes used as a cutting agent for illicitly manufactured methamphetamine."" https://en.wikipedia.org/wiki/Methylsulfonylmethane",CS(=O)(=O)C,finalize,done,plant grown;synthetic;inert;supplement;bulking agent;cut;established;not psychoactive;,,,,,,,other
162.0,Nab,diphenhydramine,3100.0,58-73-1,,synthetic,"antihistamine, sedative","active agent, downer, over the counter",established,"likely pharmaceutical origin, local relevance","antihistamine, sedative, common",die-fen-hi-dra-mean,drugstore medicine for sleep and allergies,Benadryl,"Common in fentanyl in Michigan, and to lesser degree in New York and North Carolina. Antihistamine to help with allergies and sleep.",CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,finalize,done,synthetic;antihistamine;sedative;active agent;downer;over the counter;established;likely pharmaceutical origin;local relevance;,,,,,sedative,,sedative
163.0,,DOM,85875.0,,,,,,,,,,,,,CC1=CC(=C(C=C1OC)CC(C)N)OC,to do,to do,,,,,,,,
164.0,Nab,doxylamine,3162.0,469-21-6,,,"antihistamine, sedative","active agent, downer, over the counter",uncommon,likely pharmaceutical origin,"antihistamine, sedative, common",,"drugstore medicine for allergies, nausea, sleep",Unisom,Antihistamine to help with nausea and allergies. Can make people sleepy. Stays in system longer can can cause next day sleepiness.,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,finalize,done,antihistamine;sedative;active agent;downer;over the counter;uncommon;likely pharmaceutical origin;,,,,,sedative,,sedative
165.0,Erin,ecgonidine,11564684.0,484-93-5,ED;anhydroecgonine,"cocaine impurity, impurity, stimulant",human effects uncertain,,established,,"cocaine impurity, GCMS breakdown product, stimulant",,Shows up in smoked crack,,In residue samples may indicate that crack had been smoked in the pipe.,CN1C2CCC1C(=CC2)C(=O)O,tagging done,to do,cocaine impurity;impurity;stimulant;human effects uncertain;established;,,stimulant,,,,,stimulant
166.0,Erin,ecgonine methylester,104904.0,9/1/7143,EME,"cocaine impurity, stimulant",,,,,"cocaine impurity, GCMS breakdown product, stimulant",,,,,CN1C2CCC1C(C(C2)O)C(=O)OC,to do,to do,cocaine impurity;stimulant;,,stimulant,,,,,
167.0,Nate,ergosterol,444679.0,57-87-4,"(22E)-Ergosta-5,7,22-trien-3β-ol","hormone, steroid",supplement,active agent,uncommon,,"hormone, steroid, supplement",,"vitamin D precursor, fungal wall component",,,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,tagging done,to do,hormone;steroid;supplement;active agent;uncommon;,,,,,,steroid,steroid
168.0,Nab,erythritol,222285.0,149-32-6,,"sweetener, artificial sweetener, synthetic",,"bulking agent, cut, flavor, non-toxic",established,not psychoactive,"sugar, sugar alcohol, sweetener",,"Artificial sweetener, common cut",,,C(C(C(CO)O)O)O,tagging done,to do,artificial sweetener;sweetener;synthetic;bulking agent;cut;flavor;non-toxic;established;not psychoactive;,,,,,,,other
169.0,Nate,estradiol,5757.0,17916-67-5,"estrogen, E2, Oestradiol, Yuvafem, Vivelle-Dot, Delestrogen","hormone, steroid",,,established,"hormone therapy, likely pharmaceutical origin, menopause drug","hormone, steroid, supplement",,estrogen hormone therapy,estrogen,,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,tagging done,to do,hormone;steroid;established;hormone therapy;likely pharmaceutical origin;menopause drug;,,,,,,steroid,steroid
170.0,Nate,estradiol enantate,21070.0,4956-37-0,"estrogen, 	Perlutal, Topasel, Unalmes, Yectames, others","hormone, steroid",,,established,"birth control, likely pharmaceutical origin","hormone, steroid, supplement",,used in injectable birth control,"estrogen, deep shot",,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,tagging done,to do,hormone;steroid;established;birth control;likely pharmaceutical origin;,,,,,,steroid,steroid
171.0,Nate,estradiol valerate,13791.0,979-32-8,"estrogen, Delestrogen, Progynon Depot, Progynova","hormone, steroid",,,established,"birth control, hormone therapy, likely pharmaceutical origin","hormone, steroid, supplement",,"oral / injectable estrogen, birth control, hormone therapy","estrogen, the pill, depo shot",,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,tagging done,to do,hormone;steroid;established;birth control;hormone therapy;likely pharmaceutical origin;,,,,,,steroid,steroid
172.0,Nab,etaqualone,23914.0,,,"barbiturate, synthetic","muscle relaxant, sedative",downer,"historically popular, international relevance","likely pharmaceutical origin, local relevance",,,"downer, French barbiturate from 1960s",Aolan;Athinazone;Ethinazone,"Analogue of methaqualone. ""sedative, hypnotic, muscle relaxant and central nervous system depressant properties resulting from its agonist activity at the β-subtype of the GABAA receptor,...The dosage and effects are reported to be similar to those of methaqualone, but shorter acting and slightly weaker."" https://en.wikipedia.org/wiki/Etaqualone",CCC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,finalize,done,barbiturate;synthetic;muscle relaxant;sedative;downer;historically popular;international relevance;likely pharmaceutical origin;local relevance;,,,,,sedative,,sedative
173.0,,ethyl 4-anilinopiperidine-1-carboxylate,43756052.0,,,,,,,,,,,,,CCOC(=O)N1CCC(CC1)NC2=CC=CC=C2,,,,,,,,,,
174.0,,ethyl 4-ANPP,156346345.0,,,,,,,,,,,,,CCN(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,,,,,,,,,,other
175.0,Nab,ethyl vanillin,8467.0,121-32-4,ethylvanillin,synthetic,,"flavor, non-toxic",,not psychoactive,"flavor, GCMS breakdown product, common",,strong vanilla flavoring,,Used in making chocolates and other consumer foods.,CCOC1=C(C=CC(=C1)C=O)OÂ Â,finalize,done,synthetic;flavor;non-toxic;not psychoactive;,,,,,,,other
176.0,Nate,ethyl-4-ANPP,15634645.0,,Ethyl 4-Aminophenyl-1-phenethylpiperidine; Ethyl 4-Anilino-N-phenethylpiperidine; Ethyl Despropionyl fentanyl,"fentanyl precursor, fentanyl impurity, opioid, fentanyl analogue",human effects uncertain,,uncommon,,"fentanyl precursor, fentanyl impurity, opioid",,fentanyl impurity,,Present in small minority of fentanyl-related samples analyzed by NFLIS in 2023,C1CCC(CC1)/C=C/CC2=CC=CC=C2Â Â,tagging done,to do,fentanyl analogue;fentanyl impurity;fentanyl precursor;opioid;human effects uncertain;uncommon;,opioid,,,,,,opioid
177.0,Nate,etizolam,3307.0,40054-69-1,"Etizest, Etilaam, Etizex, Depas, Sedekopan, Pasaden; 4-(2-Chlorophenyl)-2-ethyl-9-methyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine","benzodiazepine, potent benzodiazepine","anti-anxiety, muscle relaxant, sedative","active agent, downer","international relevance, uncommon",thienodiazepine,"benzodiazepine, sedative, emerging",eh-tea-zo-lam,designer non-prescription benzodiazepine,"benzo; downers; tranq, Tranks, chill pills",,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,tagging done,to do,benzodiazepine;potent benzodiazepine;anti-anxiety;muscle relaxant;sedative;active agent;downer;international relevance;uncommon;thienodiazepine;,,,,,sedative,,sedative
178.0,,etodesnitazene,149797386.0,,,,,,,,,,,,,CCN(CC)CCN1C2=CC=CC=C2N=C1CC3=CC=C(C=C3)OCC,,,,,,,,,,
179.0,Nab,etomidate,667484.0,33125-97-2,,alpha-2 agonist,"anesthetic, sedative","active agent, downer","concern, emerging",likely pharmaceutical origin,"anesthetic, sedative, uncommon",,sedative for short hospital procedures,,"Imidazole derivative, used for safety in medical settings with with little effect on blood gases, ventilation, or the cardiovascular system. Likely from pharmaceutical origin; not known to be commonly illicitly manufactured. may burn with injection. can cause adrenal insufficiency.",CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,finalize,done,alpha-2 agonist;anesthetic;sedative;active agent;downer;concern;emerging;likely pharmaceutical origin;,,,,,sedative,,sedative
180.0,Erin,eutylone,57360686.0,802855-66-9,,"stimulant, substituted cathinone",,"active agent, upper",established,,"substituted cathinone, stimulant, emerging",you-ti-lone,"upper, cross between bath salt/MDMA",,substituted cathinone also structurally similar to MDMA with reported euphoric effects similar to MDMA.,CCC(C(=O)C1=CC2=C(C=C1)OCO2)NCC,finalize,to do,stimulant;substituted cathinone;active agent;upper;established;,,stimulant,,,,,stimulant
181.0,Nate,fentanyl,3345.0,437-38-7,"Actiq, Fentora, Duragesic, Sublimaze, N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide","opioid, fentanyl, synthetic","analgesic, sedative","active agent, downer","established, international relevance",,"opioid, synthetic, common",fen-ta-nil,"potent opioid, prescription uses, potentially lethal","Apache, China Girl, China Town, Dance Fever, Friend, Goodfellas, Great Bear, He-Man, Jackpot, King Ivory, Murder 8, Tango & Cash","Developed as an IV anesthetic in there 1960s, 100x more potent than morphine with more risk of overdose, prescribed for pain treatment, diverted from pharmaceutical sources and illicitly manufactured",CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,tagging done,to do,fentanyl;opioid;synthetic;analgesic;sedative;active agent;downer;established;international relevance;,opioid,,,,sedative,,"opioid,sedative"
182.0,Nate,flualprazolam,10359044.0,28910-91-0,"8-chloro-6-(2-fluorophenyl)-1-methyl-4H-benzo[f] [1,2,4]triazolo[4,3-a] [1,4]diazepine",benzodiazepine,"anti-anxiety, muscle relaxant, sedative","active agent, downer",uncommon,,"benzodiazepine, sedative, emerging",flu-al-praise-o-lam,designer non-prescription benzodiazepine,"benzo; downers; tranq, Tranks, chill pills",,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,tagging done,to do,benzodiazepine;anti-anxiety;muscle relaxant;sedative;active agent;downer;uncommon;,,,,,sedative,,sedative
183.0,Nate,flubromazepam,12947024.0,,"7-bromo-5-(2-fluorophenyl)-1,3-dihydro-2H-benzo[e][1,4]diazepin-2-one","benzodiazepine, potent benzodiazepine","anti-anxiety, human effects uncertain, sedative",active agent,"concern, emerging",,,,"potent, designer benzodiazepine","may be called same street names as other benzodiazepines: benzos, downers, blues, candy, chill pills, French fries, downers, total poles, tracks, Z bars","First synthesized in 1960s but identified as recreational drug in 2010s, may be longer acting, animal studies concerning for cardiotoxicity (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9424716/)",FC1=CC=CC=C1C(C(C=C(Br)C=C2)=C2N3)=NCC3=O,tagging done,to do,benzodiazepine;potent benzodiazepine;anti-anxiety;human effects uncertain;sedative;active agent;concern;emerging;,,,,,sedative,,sedative
184.0,Nate,flubromazolam,21930924.0,612526-40-6,"8-bromo-6-(2-fluorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a] [1,4]benzodiazepine","benzodiazepine, potent benzodiazepine","anti-anxiety, muscle relaxant, sedative","active agent, downer",uncommon,,"benzodiazepine, sedative, emerging",flu-bro-maze-o-lam,designer non-prescription benzodiazepine,"benzo; downers; tranq, Tranks, chill pills",,CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4F,tagging done,to do,benzodiazepine;potent benzodiazepine;anti-anxiety;muscle relaxant;sedative;active agent;downer;uncommon;,,,,,sedative,,sedative
185.0,,fluconazole,3365.0,,,,,,,,,,,,,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,,,,,,,,,,
186.0,,fluoroamphetamine,9986.0,,,,,,,,,,,,,CC(CC1=CC=C(C=C1)F)N,to do,to do,,,,,,,,
187.0,,fluoxetine,3386.0,,,,,,,,,,,,,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,,,,,,,,,,
188.0,,furanyl fentanyl,13653606.0,,,,,,,,,,,,,C1CN(CCC1N(C2=CC=CC=C2)C(=O)C3=CC=CO3)CCC4=CC=CC=C4,,,,,,,,,,
189.0,,furanyl UF-17,154733428.0,,,,,,,,,,,,,CN(C)C1CCCCC1N(C2=CC=CC=C2)C(=O)C3=CC=CO3,,,,,,,,,,
190.0,Nab,gabapentin,3446.0,60142-96-3,,synthetic,"analgesic, sedative","active agent, cut, downer",emerging,,"anti-convulsant, sedative, common",,"seizure/nerve pain medication, mild downer",Neurontin,"Likely from pharmaceutical origin; not known to be commonly illicitly manufactured. Reported to make opioids sometimes feel more spacey or last longer, but not in everyone. Many people don't feel any effects of this drug.",C1CCC(CC1)(CC(=O)O)CN,finalize,done,synthetic;analgesic;sedative;active agent;cut;downer;emerging;,,,,,sedative,,sedative
191.0,Nab,gamma-butyrolactone,7302.0,96-48-0,GBL,"industrial chemical, synthetic",sedative,downer,established,GHB impurity,"GHB impurity, sedative, solvent",,"stronger, quicker onset GHB; downer",G,"GHB prodrug with similar effects, but faster acting and more potent than GHB due to better absorption and subsequent conversion to GHB in blood. Down with some euphoria. https://en.wikipedia.org/wiki/Gamma-Butyrolactone",C1CC(=O)OC1,finalize,to do,industrial chemical;synthetic;sedative;downer;established;GHB impurity;,,,,,sedative,,sedative
192.0,Erin,gamma-hydroxybutyrate,10413.0,591-81-1,GHB,synthetic,"anesthetic, dissociative anesthetic, dissociative","active agent, downer","established, historically popular",,"sedative, depressant, common",,downer with some euphoria; roofie,G,"one of the drugs used as a ""date rape drug"", given a downer that also can cause euphoria and increase sociability",C(CC(=O)O)CO,finalize,to do,synthetic;anesthetic;dissociative;dissociative anesthetic;active agent;downer;established;historically popular;,,,,,,,other
193.0,,glycerin,753.0,,,,,,,,,,,,,C(C(CO)O)O,,,,,,,,,,
194.0,Nab,glycerol,753.0,56-81-5,,"solvent, sweetener",,"cut, flavor, non-toxic",established,not psychoactive,"impurity, solvent, GCMS breakdown product",,Sweetener commonly used in foods,,,C(C(CO)O)O,finalize,done,solvent;sweetener;cut;flavor;non-toxic;established;not psychoactive;,,,,,,,other
195.0,Nab,guaifenesin,3516.0,93-14-1,,synthetic,anti-tussive,"active agent, over the counter",uncommon,likely pharmaceutical origin,"anti-tussive, expectorant, common",,"Cough medicine, unusual in street drugs",Mucinex,Originally derived from guaiac tree and used by Indigenous peoples in the Americas. Now mostly combined in cough syrups to loosen mucus. Mild dissociative properties reported by some.,COC1=CC=CC=C1OCC(CO)O,finalize,done,synthetic;anti-tussive;active agent;over the counter;uncommon;likely pharmaceutical origin;,,,,,,,other
196.0,Nate,heroin,5462328.0,561-27-3,"Diacetylmorphine, acetomorphine, (dual) acetylated morphine, morphine diacetate, Diamorphine, (5α,6α)-7,8-didehydro-4,5-epoxy-17-methylmorphinan-3,6-diol diacetate","opioid, semi-synthetic",analgesic,"active agent, downer","established, historically popular",,"opioid, addictive, common",hair-oh-win,Classic opioid,"Brown sugar, China White, Dope, H, Horse, Junk, Skag, Skunk, Smack, White Horse",,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C,tagging done,to do,opioid;semi-synthetic;analgesic;active agent;downer;established;historically popular;,opioid,,,,,,opioid
197.0,,hexahydrocannabinol,522237.0,,,,,,,,,,,,,CCCCCC1=CC(=C2C3CC(CCC3C(OC2=C1)(C)C)C)O,to do,to do,,,,,,,,
198.0,Nate,hydrocodone,5284569.0,125-29-1,"Dihydrocodeinone, hydrocodone bitartrate, Vicodin®, Lortab®, Lorcet®, 4,5α-epoxy-3-methoxy-17-methylmorphinan-6-one","opioid, semi-synthetic","analgesic, anti-tussive","active agent, downer","established, historically popular","likely pharmaceutical origin, prescription uses","opioid, analgesic, common",hi-dro-co-done,"prescription pain medication, can be abused","Vike, Watson-387",,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,tagging done,to do,opioid;semi-synthetic;analgesic;anti-tussive;active agent;downer;established;historically popular;likely pharmaceutical origin;prescription uses;,opioid,,,,,,opioid
199.0,Nate,hydrocotarnine,3646.0,550-10-7,,"impurity, opioid, weak opioid, plant grown","analgesic, human effects uncertain",,established,alkaloid,"opioid, impurity, GCMS breakdown product",,"part of opium plant, no high",,May increase pain relief from oxycodone. Hydrocotarnine acts as an agent that provides analgesic effect in cancer research. opium alkaloid doesn't cause high.,CN1CCC2=CC3=C(C(=C2C1)OC)OCO3,finalize,done,impurity;opioid;plant grown;weak opioid;analgesic;human effects uncertain;established;alkaloid;,opioid,,,,,,opioid
200.0,,hydromorphone,5284570.0,,,,,,,,,,,,,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,,,,,,,,,,
